Symbol,Company,Volume,Price,Change,%Change
RIOT,Riot Platforms Inc.,129.4K,6.51,-0.03,-0.46
ADBE,Adobe Inc.,51.3K,338.24,-1.76,-0.52
BKR,Baker Hughes Co.,172.6K,34.81,-0.19,-0.54
ZM,Zoom Communications Inc.,65.3K,66.32,-0.38,-0.57
KHC,Kraft Heinz Co.,167.2K,27.53,-0.16,-0.58
APP,AppLovin Corp.,102.0K,233.88,-1.41,-0.60
MTCH,Match Group Inc.,51.8K,26.83,-0.20,-0.74
CMCSA,Comcast Corp. Cl A,324.8K,32.59,-0.25,-0.76
META,Meta Platforms Inc.,234.4K,506.53,-3.92,-0.77
PYPL,PayPal Holdings Inc.,190.1K,56.95,-0.46,-0.80
QUBT,Quantum Computing Inc.,123.5K,6.16,-0.05,-0.81
ENVX,Enovix Corp.,57.3K,5.42,-0.04,-0.82
GBDC,Golub Capital BDC Inc.,71.2K,12.92,-0.11,-0.84
LAES,SEALSQ Corp.,72.1K,2.30,-0.02,-0.86
LUNR,Intuitive Machines Inc. Cl A,100.2K,7.19,-0.06,-0.88
NDAQ,Nasdaq Inc.,84.9K,65.81,-0.59,-0.90
CSX,CSX Corp.,161.0K,26.44,-0.24,-0.92
SBUX,Starbucks Corp.,143.1K,78.94,-0.74,-0.93
AEP,American Electric Power Co. Inc.,54.9K,100.26,-1.02,-1.01
